,idx,class,conversation,types
306,306,위협대화,"그 사람 성추행 당했다는거 거짓말이라던데?
위선자였네
그런 년들은 혓바닥 뽑아서 평생 장애인으로 살게 만들어야지","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
CRIME
CENSURE"
307,307,위협대화,"어우 전라도 답다!
아직도 지역에 프레임 씌우는 사람이 있네
아 #@인간및인간집단.인물.정치인.남성#이 더 쓸어버렸어야 했는데","DISCRIMINATION
CENSURE
IMMORAL_NONE
CENSURE
VIOLENCE
DISCRIMINATION"
310,310,위협대화,"어제 지하철에서 라노벨 보는 한남 봄
으 도태 한남 제발 자살해줬으면
대놓고 그런 거 보는 광경을 목격하니까 너무 역겹더라","CENSURE
DISCRIMINATION
HATE
HATE
CENSURE
VIOLENCE
DISCRIMINATION
CENSURE
DISCRIMINATION
HATE"
322,322,위협대화,"아니 인간이 어떻게 개고기를 먹을 수 있지?
진짜 매정한 식인종같은 놈들
개들 너무 불쌍해... 자기 자식들 끓여서 먹여주고 싶네","IMMORAL_NONE
HATE
CENSURE
HATE
VIOLENCE
CRIME"
324,324,위협대화,"너네 한남이 한남한 기사 봄?
살인 사건 기사? 어제 떠들썩 했잖아.
그런 인간들은 손발을 잘근잘근 잘라야함","HATE
IMMORAL_NONE
VIOLENCE"
326,326,위협대화,"저 다리좀 봐봐
살은 대체 왜 안빼는걸까..
눈깔 뽑아버리기 전에 꺼져라","IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE"
328,328,위협대화,"우리 학교 수준 너무 낮은듯
내말이 애들 말하는거 들어보면 뇌 텅텅이야
대화하다보면 입 꿰매고 싶음","IMMORAL_NONE
CENSURE
CENSURE
VIOLENCE"
329,329,위협대화,"야, 회사에서 잔소리 들으면 우리 부장 칼로 따고 싶은 생각 안드냐
쪼그만 녀석이 말만 많아.
언제 한번 회사에 몽둥이 가져와서 혼내주려고","CRIME
VIOLENCE
CENSURE
IMMORAL_NONE
VIOLENCE"
335,335,위협대화,"덥다고 음식 씻는 물에 발을 담근다고?
당췌 노이해. 양심도 없네
양심 없는 저놈 발목 족발 삶을 때 끓는 물에 처넣어라.
즈그 자식들이 쳐 묵으면 좋겄네.","IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE
CENSURE
VIOLENCE"
339,339,위협대화,"나 이번엔 열심히 공부했는데 시험을 못 봤어.
너 저번에도 시험 망쳤다고 하지 않았냐?
넌 못생겼으면 공부라도 잘 해야 하는 거 아니냐? ㅋㅋㅋ
야, 넌 한국이 총기합법화 안 된 걸 감사히 여겨라.
총기합법화 되었으면 넌 진작에 내 총에 맞아서 죽었어.","IMMORAL_NONE
IMMORAL_NONE
CENSURE
IMMORAL_NONE
VIOLENCE
CRIME"
340,340,위협대화,"왜 조선인들을 매로 다스렸는지 알겠네
일제강점기때 조선총독이 갓갓 명 통치하셨네
다시 조선인들 학살해주세요","CRIME
CENSURE
VIOLENCE
CENSURE
VIOLENCE
VIOLENCE
CRIME"
342,342,위협대화,"드라마 제작 할때 수위 검열때문에 못하지 않을까?
ㅋㅋ 자기 방송사 아닌데서 잘되니까 배알꼴리는듯
공영방송 쓰레기들이 수신료 강제로 걷어서 성과급 파티 존내내면서 뭘 생색이야 배때지 쑤셔벌라보다","IMMORAL_NONE
CENSURE
HATE
ABUSE
VIOLENCE"
344,344,위협대화,"어제 또 여친이랑 싸웠다.
왜? 또 핸드폰 맘대로 봤어?
어 진짜 몇번째인지 모르겠어 그냥 나도 손목 긋고 죽으려고","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE"
351,351,위협대화,"너는 왜 말귀를 그렇게 못알아 먹냐?
내가? 무슨말 했는데
아진짜 빡치게 자꾸 두번말하게 할래? 처맞아야 정신차리지?","IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE"
355,355,위협대화,"요즘 여자들은 뽕브라로 사기쳐서 사람 혈압 오르게 만들어
맞아, 분명 봉긋하던 가슴이 벗겨보면 사라진다니까
아스팔트에 시커먼 건포도 박힌 거 보면 살인충동까지 들어","DISCRIMINATION
CENSURE
SEXUAL
DISCRIMINATION
CENSURE
SEXUAL
VIOLENCE
SEXUAL
DISCRIMINATION
CENSURE"
356,356,위협대화,"한번 만 더 말하면 니 입 찢어버린다
당신이 뭔데 그런 말을 합니까
끝까지 말대답이네 혓바닥 사시미 떠벌릴라","ABUSE
IMMORAL_NONE
ABUSE
VIOLENCE"
357,357,위협대화,"어제 잼민이들이랑 게임하는데 진짜 살인충동 들더라
그런 애들은 방망이로 엉덩이 100대 맞아야 함
ㅋㅋㅋ 많이 화났나 보네","VIOLENCE
CRIME
VIOLENCE
IMMORAL_NONE"
360,360,위협대화,"#@인간및인간집단.인물.방송인.남성#이니까 비싼 변호사 써서 겨우 풀려난거지
원나잇충이라는건 대대적으로 드러남
평범한 남자였으면 낙인만 찍히고 자살했을 수도 있어","IMMORAL_NONE
CENSURE
SEXUAL
CENSURE
VIOLENCE"
362,362,위협대화,"어제 사거리에서 교통사고로 사망했다는데
그거 음주운전 이라던데 지혼자 죽지
음주운전으로 사람죽이면 화형을 시켜야해","IMMORAL_NONE
CENSURE
VIOLENCE"
367,367,위협대화,"장학금 신청한 거 떨어졌어요.
너같이 뇌가 없이 살아가는 인간이 내 자식이라는 게 부끄럽다.
어디가서 내 자식이라고 말 한다면 입술을 찢어버릴 테니까 그렇게 알아.","IMMORAL_NONE
CENSURE
CENSURE
VIOLENCE"
376,376,위협대화,"대륙의 게임 규제를 보면 진짜 왜 좌파들이 무서운 쓰레기들이지 알게 된다.
심지어 시진핑은 무식한데, 아집만 가특한 폐기물 같음
우리도 모친 죽은 #@인간및인간집단.조직및단체.정당# 것들이 중국몽 꾸면서 나라 망쳐 먹고 있으니 걱정이다.
한 번 군에서 다시 엎어버려서, 저 쪽을 싹다 쓸어버려야 한다.","CENSURE
IMMORAL_NONE
CENSURE
VIOLENCE
CRIME"
382,382,위협대화,"부모님이 어제 잔소리를 했는데 진심 목을 비틀어 버리고 싶었음.
그 인간들은 꼴통이라 내 얘기를 들어주지도, 이해하지도 않아.
캬~너희 부모님이 너가 이렇게 패륜아라는 걸 아시면 참 기뻐하시겠다~^^","VIOLENCE
ABUSE
CENSURE
CENSURE"
386,386,위협대화,"내 딸이 저런 짓 당하면 가해자놈 산채로 사시미칼로 포떠서 소금에 절일 거야
눈 후벼파고 귀에다 폭탄날려서 고막 손상시키고 팔다리 묶어서 괴사시킨 다음 응급실에 던져두고 난 산으로 튀어야지
이렇게 말하는 애들 중에 실천하는 사람 한 명도 없던데 ㅋㅋ","CRIME
VIOLENCE
VIOLENCE
CRIME
IMMORAL_NONE"
387,387,위협대화,"세월호 특검이 증거조작 없음으로 결론났대.
진상규명 외치며 선동질한 대깨문들 찢어버리고 싶다.
오보 펌프질한 #@인간및인간집단.조직및단체.언론기관# 기레기들도 같이 찢어야지.","IMMORAL_NONE
CENSURE
VIOLENCE
CENSURE
VIOLENCE"
392,392,위협대화,"아 수업 개노잼이라 듣기 싫다 ㅡㅡ
그니까 땡땡이 치고 잼민이들 삥 뜯어서 영화나 보러 갈래?
ㅇㅇ가자","ABUSE
CRIME
VIOLENCE
HATE
ABUSE
IMMORAL_NONE"
395,395,위협대화,"걸어가다 침뱉는 수컷들은 혀를 뽑아버려야해.
자기들 안방에서나 침 뱉지 더러워 진짜.
뱉은 침들을 핥아서 다 먹게 해야 저런 짓거리를 안하지.","HATE
CENSURE
VIOLENCE
HATE
CENSURE
CENSURE"
397,397,위협대화,"얼마 전에 여기 여자화장실에서 몰카 나왔대
남이 배설하는 거 보면서 느끼는 애들은 장애인가?
누가 나 보면서 혼자 위로하는 거 상상했더니 살인 말린다","IMMORAL_NONE
HATE
VIOLENCE"
398,398,위협대화,"윗층 잼민이들 쿵쾅거리는거 진짜 킹받아
너희 조만간 발목 부러뜨린다
쪽지라도 붙여봐","HATE
CENSURE
VIOLENCE
IMMORAL_NONE"
401,401,위협대화,"역시 스시녀가 낫다.
한녀들은 해달라고 할 줄밖에 모르고 말이지.
김치년들은 좀 자살했으면 좋겠음.","CENSURE
HATE
DISCRIMINATION
CENSURE
HATE
DISCRIMINATION
CENSURE
HATE
DISCRIMINATION
VIOLENCE"
405,405,위협대화,"꼰머틀딱들 다 총 쏴 죽이고 싶네
뭔데 무슨 일인데?
일 바빠 죽겠는데 커피 타오라고 시키잖아 대머리돼지가","CENSURE
VIOLENCE
IMMORAL_NONE
CENSURE"
410,410,위협대화,"바이러스가 이렇게 도는데 술집에 가는 아재들은 상사 욕받이하다 돈 거냐
욕을 너무 받다가 쌀 곳이 없어서 오피에게 가고 싶었던 게 아닐까
그런 마음가짐을 가지고 있으니까 상사 욕받이만 하다 인생의 끝에 선 거잖아
아래 간수도 하지 못할 거면 진작 페니스 자르고 환관 인생 살았어야지
예방접종 맞아도 정신이 치유되지 않은 아재들 때문에 민간인만 죽어나가네","CENSURE
CENSURE
SEXUAL
CENSURE
SEXUAL
CENSURE
VIOLENCE
VIOLENCE
CENSURE"
413,413,위협대화,"나 그 여자애한테 좋아한다고 고백할 거야
거절하면 어떻게 할 거야?
염산 테러해서 평생 다른 남자 못 만나게 해야지","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
CRIME"
417,417,위협대화,"너 오늘 저녁에 시간 돼?
아니, 나 오늘도 저녁 약속 있어.
넌 코로나 시국에 어디를 그렇게 발발거리면서 돌아다니냐?
다리를 절단해서 뱀처럼 기어다니게 만들어야지. 쯧쯧.
야, 그래도 집에만 처박혀 있는 너보단 건강할 듯.","IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
IMMORAL_NONE"
418,418,위협대화,"쟤는 눈을 왜 맨날 저렇게 뜨냐?
진짜 눈알 파버리고 싶게 생겼네
맞아 사생활도 생긴 것처럼 더러울 거야","CENSURE
DISCRIMINATION
HATE
VIOLENCE
HATE"
419,419,위협대화,"게임 진짜 못하네 이번 판도 님 때문에 졌잖아요.
뭐래 니 플레이가 거지였는데 강냉이로 실로폰 쳐주까
나야말로 쓸모없는 니 눈알 뽑아서 당구칠란다","IMMORAL_NONE
CENSURE
VIOLENCE
VIOLENCE"
420,420,위협대화,"백신 접종하다가 죽는거 아냐?
접종안하면 니가 코로나 걸려 죽을걸
넌 그냥 지금 죽었으면 좋겠어","IMMORAL_NONE
VIOLENCE
VIOLENCE"
426,426,위협대화,"성추행범이 집행유예를 받았대
와 이 나라 미래가 암담하다
산소 아까우니까 성범죄자들은 그냥 뒤졌으면
다 죽이고 한남민국 뜨자","IMMORAL_NONE
CENSURE
CENSURE
VIOLENCE
DISCRIMINATION
HATE
CENSURE
VIOLENCE
CRIME"
428,428,위협대화,"#@인간및인간집단.인물.방송인.남성# 팔에 가득한 타투 다 번졌던데.. ㅠㅠ 눈썹, 혀 피어싱까지 했네?
너를 끓는 물에 데쳐 참기름을두르고 소금간을 하여 먹겠다.
난 아무 욕도 안 했는데 찔리냐? 말 걸지 마 꿔보련아","IMMORAL_NONE
VIOLENCE
CENSURE
CENSURE
ABUSE"
432,432,위협대화,"바닷가 놀러가서 소주나 진탕 먹고싶다 ㅋㅋ
왜 기분 안좋은일 있어?
회사 상사가 자꾸 내 기분을 잡치게 만들어 진짜 배떼기 칼빵 놓고 싶다","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
HATE"
435,435,위협대화,"저렇게 기본적인 것도 못하는 건 장애인 아님?
엄마는 몸만 큰 장애인 키우는 기분일 듯.
똥꾸멍에 술병 넣고 깨 버려야 한다.","DISCRIMINATION
HATE
CENSURE
DISCRIMINATION
HATE
CENSURE
HATE
CENSURE
VIOLENCE
SEXUAL
DISCRIMINATION"
436,436,위협대화,"국짐당은 이제 투기꾼당이라고 불러도 되겠다
#@인간및인간집단.인물.정치인.남성#는 온가족이 투기꾼 집합체네 온가족 데려가서 몽둥이 찜질해주고 싶다
참 신기한 가족일세","CENSURE
CENSURE
VIOLENCE
IMMORAL_NONE"
438,438,위협대화,"계속 거짓말 하면 입 찢어버리는 수가 있다.
아님 머리 빡빡 밀어버리는 수가 있어.
거짓말 아니라고..","VIOLENCE
VIOLENCE
CENSURE
IMMORAL_NONE"
440,440,위협대화,"#@인간및인간집단.인물.방송인.남성#한테 니플패치하라고 사람들이 댓글 달아서 화났더라
아니 왜 여자 눈치들을 그렇게 보면서 뭘 하려는지 다 패죽이고싶다
남친룩, 매너손, 매너담요, 츤데레 등등 여자식 가스라이팅에 지배당하고난 저능아들임","IMMORAL_NONE
VIOLENCE
HATE
CENSURE"
444,444,위협대화,"헤휴… 인생… 살기 싫다
너 한숨 한 번만 더 쉬면 목 따버린다
짜증나서 너 건물 밖으로 던지고 싶어
힘든데 어떡해
너 힘들다고 타인 생각 하나도 안하는거야?
내 마음대로 너를 칼로 쑤셔도 됨?
알았어 미안해 정신차릴게
그래 우리 힘내서 잘해보자?
알겠어 나도 노력할게","IMMORAL_NONE
VIOLENCE
CENSURE
VIOLENCE
CENSURE
IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE
IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE"
445,445,위협대화,"허, 나 이 매크로 짱깨련들 진짜 싹다 묶어놓고 총살하고싶네
댓글 주작 지겹다.","HATE
CENSURE
ABUSE
VIOLENCE
IMMORAL_NONE"
451,451,위협대화,"길고양이들이 해충이랑 다를 바가 뭐냐? 해충한테 약 뿌리는 거랑 고양이한테 타이레놀 먹이는 거랑 똑같지 ㅋ
동물보호법에 위배 되고 처벌 받으실 겁니다 소중한 생명입니다
아하 그래서 남들 기분 거지같은건 신경도 안 쓰고 밥이나 주겠다? 조만간 유해동물 지정 각이죠?","HATE
VIOLENCE
CRIME
IMMORAL_NONE
HATE
CENSURE"
454,454,위협대화,"요즘 길냥이들이 많아졌어
길냥이들은 밤에 울어대기만 하고 정이 안 가
게다가 차 밑에 숨으면 위험하기도 하잖아
내 차 밑에 길냥이가 있으면 그냥 워셔액 먹여버릴 거야","IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
VIOLENCE"
455,455,위협대화,"아무리 생각해도 쟤는 장애가 있는 것 같아
맞아, 생긴 게 다운증후군이라도 있는 것 같아
장애인 학교로 쫓아내서 지같은 장애인들이랑만 어울리게 하자","DISCRIMINATION
DISCRIMINATION
CENSURE
DISCRIMINATION
HATE
VIOLENCE"
459,459,위협대화,"개팔육들 덜떨어지게 #@인간및인간집단.인물.인물_무정보.여성# #@인간및인간집단.인물.인물_무정보.여성#거리는거 진짜 혐오스러움.
어디 출신이든 뭔 상관인지, 이렇게 욕하면서 가장 많이 룸가는게 꿘충 똥팔육들이다
지들이 룸 빵 가는 인간들이니까, 생각이 그딴 식으로 흘러가는거지
80년대 운동하던 꿘충의 90%는 성범죄자로 보면 크게 틀리지 않았다.
전두환이 86년에 다 총으로 갈겨서 저승 보냈어야 나라가 이꼴이 안났지","CENSURE
CENSURE
CENSURE
CENSURE
CRIME
VIOLENCE"
461,461,위협대화,"시위로 길막 좀 안하면 좋겠어
시위 안 하는 날이 없네
진심 트럭 뒤에 밧줄로 메달아서 전국일주 조져버리고 싶다","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
CRIME
CENSURE"
462,462,위협대화,"오토바이 사고는 웬만해서는 엄청 다치던데
트럭치료로 회복도 못하게 밀어버려야지
사고 소식 들리면 좀 조심들 하면서 달리면 좋겠네","IMMORAL_NONE
VIOLENCE
HATE
IMMORAL_NONE"
463,463,위협대화,"일본 공주는 결국 사랑을 택했네.
16억이나 되는 지참금을 포기했대.
공주고 뭐고 생긴게 일단 글러 처먹었던데
여자가 지참금도 못가져왔으면 이제 매일 처맞아야지","IMMORAL_NONE
IMMORAL_NONE
DISCRIMINATION
HATE
CENSURE
DISCRIMINATION
HATE
CENSURE
VIOLENCE"
468,468,위협대화,"허벌 한녀한테 통수 오지게 맞았네.
인생 조지고 2천까지 바쳤네.
조조처럼 여자를 칼로 찔렀어야 함","HATE
CENSURE
SEXUAL
DISCRIMINATION
ABUSE
CENSURE
DISCRIMINATION
HATE
CENSURE
VIOLENCE
CRIME"
469,469,위협대화,"지하철 할저씨 왜 자꾸 빤히 쳐다봐
눈알 찔러버리고 싶네
헉 조심해ㅠㅠ","IMMORAL_NONE
VIOLENCE
IMMORAL_NONE"
472,472,위협대화,"정신병은 의지박약이지
에이, 마음의 감기라고 하더라.
정신병환자들은 가둬놓고 때려서 정신차리게 해야함","CENSURE
IMMORAL_NONE
VIOLENCE
CRIME"
473,473,위협대화,"12살부터 피싸는데 법으로도 그 이상부터는 따먹게 해줘야 하는 거 아니냐?
조선시대는 그 나이에도 시집가긴 했잖아
아니…너 제정신 아니지","VIOLENCE
CRIME
SEXUAL
VIOLENCE
CRIME
SEXUAL
IMMORAL_NONE"
474,474,위협대화,"니네집 니네 엄마 카레 맛없더라 ㅋㅋ떠돌이 개들이나 먹을 듯해
카레에 표백제라도 타서 널 먹일 걸 그랬네
그랬다면 난 니네 엄마를 믹서기에 갈아버렸을 거야","CRIME
VIOLENCE
VIOLENCE
CRIME
VIOLENCE
CRIME"
478,478,위협대화,"오늘 하루 정말 즐거웠다.
하....난 아니야.
왜?엄마라도 죽었냐?","IMMORAL_NONE
IMMORAL_NONE
DISCRIMINATION
HATE
CENSURE
VIOLENCE"
480,480,위협대화,"담탱이 진짜 죽빵 갈기고 싶네
왜이렇게 진도를 생각없니 빼는거냐
너무 빨라서 이해가 어려워ㅜㅜ","VIOLENCE
CRIME
CENSURE
IMMORAL_NONE"
481,481,위협대화,"어제 술집에서 만난 애랑 갑자기 불타올라서 했는데, 끝나니 기분이 되게 별로더라
애가 이상했어?
하기 전까지의 접근은 좋았어.
그런데 시작하니 아무런 자극도 없더라.
재기 마려운 6.9 한남을 만났네","IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
HATE
CENSURE
VIOLENCE
CRIME"
486,486,위협대화,"한국은 50대 이상으로 사실상 폐급 아니냐?
진짜 우리 부모도 50대인데, 정신 상태 보면 정상은 아니다 ㅋㅋㅋ
#@인간및인간집단.인물.정치인.여성# 그리고 다음에 #@인간및인간집단.인물.정치인.남성# 뽑히는 것만 봐도, 저걸 뽑는 인간들은 사람인가 싶다
법적으로 한 20년 동안 고려장을 운영해야 나라가 정상화 될거다.","CENSURE
CENSURE
CENSURE
VIOLENCE
CRIME"
487,487,위협대화,"오늘 부장이랑 대화 하지마 진짜
아침에 똥을 처먹었는지 입에서 똥내 오져
으 극혐 입 못 벌리게 꿰매 버리고 싶네","IMMORAL_NONE
CENSURE
VIOLENCE
CENSURE"
490,490,위협대화,"정신 이상자랑 대화하는 거랑 똑같아
이런 벌레들은 부모가 문제야
어머니는 자궁 적출하고 아버지는 거세 시켜야 돼","CENSURE
CENSURE
CENSURE
VIOLENCE"
491,491,위협대화,"586들 아재들 자칭 페미라고 똥내나는 주딩이 여는거보면 역하다 ㅋㅋ
쓰레기같은 세대들 대학가서 집단 난교해놓고 이제와서 남페미 딸바보 코스프레중
나이쳐먹은 이중인격 씹꼰대들은 ㅈㄴ패야함 하여튼","CENSURE
DISCRIMINATION
DISCRIMINATION
HATE
CENSURE
SEXUAL
VIOLENCE"
495,495,위협대화,"저렇게 발표 할꺼면 때려쳐라
발표 하는 사람 목 막아버릴까
나도 그러고 싶다","CENSURE
CENSURE
VIOLENCE
IMMORAL_NONE"
498,498,위협대화,"조두순 같은 악마놈을 왜 보호해주는거야
저런 악마를 감싸는 짭새들 진짜 죽여버리고 싶다
경찰들은 선량한 시민을 보호하고 있는거야
머리가 멍청하면 좀 찾아봐","IMMORAL_NONE
VIOLENCE
CRIME
CENSURE
IMMORAL_NONE
CENSURE"
503,503,위협대화,"지하철 여성배려칸은 어느 미띤련 뇌에서 나온 발상이냐? 여자 엄마 듸진련들 가방 맨날 쳐던지는데
여성이 배려가 필요하냐? 자기들 스스로 캔 두 애니 띵 이 찌럴 하는데 ㅋ 개 모순적이지 않냐? 하여간 벌레 같아요
아지매들 맨날 쳐 밀고 엉덩이 들이 밀어서 자리 쳐 뺏는게 하루 이틀이냐 진짜 배때지 쑤시고 싶네","DISCRIMINATION
CENSURE
ABUSE
CENSURE
ABUSE
DISCRIMINATION
CENSURE
VIOLENCE
ABUSE
DISCRIMINATION"
